Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,Country,CountryFull,StreetAddress,City,State,StateFull,ZipCode,EmailAddress,Username,TelephoneNumber,TelephoneCountryCode,Birthday,Age,TropicalZodiac,NationalID,Occupation,Company
13719,female,Hispanic,Ms.,Luna,J,Cintrón,ES,Spain,"Cercas Bajas 80","Mollet del Vallès",B,Barcelona,08100,LunaCintronBenavidez@armyspy.com,Tobsers,"664 710 711",34,2/23/1947,72,Pisces,,"Mobile heavy equipment mechanic","Hugh M. Woods"
13720,female,Hispanic,Mrs.,Cloris,E,Veliz,GB,"United Kingdom","93 Bullwood Rd","ST ERTH PRAZE",,,"TR27 4LR",ClorisVelizEspinosa@armyspy.com,Melfway,"078 1156 4485",44,1/14/1991,28,Capricorn,"HR 06 96 94 C",Mariner,"Alladin Realty"
13721,male,Hispanic,Mr.,Hermalindo,N,Baeza,ES,Spain,"Canónigo Valiño 91",Puig,V,Valencia,46540,HermalindoBaezaCadena@dayrep.com,Cooncers,"749 872 828",34,9/5/1993,25,Virgo,,"Biomedical equipment technician",JumboSports
13722,male,Hispanic,Mr.,Marciano,V,Domínguez,ES,Spain,"C/ Henan Cortes 73",Parla,M,Madrid,28980,MarcianoDominguezCasanova@rhyta.com,Anythest,"793 610 217",34,9/23/1995,23,Libra,,"Psychiatric technician",Weatherill's
13723,female,Hispanic,Ms.,Turquesa,P,Barreto,GB,"United Kingdom","94 Whatlington Road","COUPAR ANGUS",,,"PH13 2QW",TurquesaBarretoCardenas@teleworm.us,Colosea,"078 0902 6415",44,9/18/1958,60,Virgo,"LH 90 16 96 D","Cash manager","Second Time Around"
13724,female,Hispanic,Mrs.,Olinda,A,Vera,GB,"United Kingdom","60 Petworth Rd",DUNSLEY,,,"YO21 5RY",OlindaVeraRenteria@einrot.com,Scrit1990,"079 1313 8548",44,10/23/1990,28,Scorpio,"WA 48 57 87 C","Refuse and recyclable material collector","Quality Merchant Services"
13725,female,Hispanic,Ms.,Rosilda,F,Zapata,GB,"United Kingdom","89 Botley Road",MIDDLEYARD,,,"KA4 6RR",RosildaZapataMenchaca@fleckens.hu,Whours,"077 4126 8189",44,9/17/1999,19,Virgo,"MN 12 90 09 B","Diesel train engineer","Dream Home Real Estate Service"
13726,female,Hispanic,Ms.,Noe,Z,Aragón,GB,"United Kingdom","70 Pier Road","STANLEY COMMON",,,"DE7 0AP",NoeAragonAlanis@dayrep.com,Themakfal1953,"077 1522 7521",44,7/11/1953,65,Cancer,"PX 84 57 41 C","Building manager",Widdmann
13727,male,Hispanic,Mr.,Ilario,L,Gallegos,ES,Spain,"Plazuela do Porto 44","San Juan de la Rambla",TF,"Santa Cruz de Tenerife",38420,IlarioGallegosCovas@armyspy.com,Matich,"741 765 370",34,5/22/1989,30,Gemini,,"Vice president","Childs Restaurants"
13728,male,Hispanic,Mr.,Jenaro,N,Yáñez,US,"United States","47 Calvin Street",Baltimore,MD,Maryland,21201,JenaroYanezPalomo@superrito.com,Plarome,443-409-6984,1,12/31/1945,73,Capricorn,214-47-8333,Caster,"Red Food"
13729,female,Hispanic,Mrs.,Takara,A,Nava,UY,Uruguay,"Brisas 8934",Maldonado,MA,Maldonado,20000,TakaraNavaSosa@gustr.com,Weraides,"9163 7739",598,4/23/1948,71,Taurus,,"Landscape designer","Compact Disc Center"
13730,female,Hispanic,Ms.,Meulen,H,Quintanilla,GB,"United Kingdom","44 Thompsons Lane",MELBY,,,"ZE2 2QH",MeulenQuintanillaHenriquez@armyspy.com,Womers,"070 4781 6746",44,8/21/1992,26,Leo,"SG 08 84 55 B","Job service specialist","EnviroSource Design"
13731,male,Hispanic,Mr.,Cañumil,C,Esparza,ES,Spain,"Avda. Los llanos 32",Nájera,LO,"La Rioja",26300,CanumilEsparzaNazario@cuvox.de,Pecto1982,"764 728 874",34,8/14/1982,36,Leo,,"Telecommunications specialist","Formula Grey"
13732,male,Hispanic,Mr.,Arnold,R,Valencia,US,"United States","1227 Pennsylvania Avenue","Bound Brook",NJ,"New Jersey",08805,ArnoldValenciaValenzuela@cuvox.de,Himmathrely,732-356-2953,1,10/7/1973,45,Libra,139-70-7480,"Electronic equipment installer","Monk Real Estate Service"
13733,male,Hispanic,Mr.,Meliton,Y,Cadena,GB,"United Kingdom","31 Ivy Lane",WANSTROW,,,"BA4 0RD",MelitonCadenaLaboy@fleckens.hu,Burses,"070 8216 9309",44,7/5/1958,60,Cancer,"EA 63 34 27 B","Rolling machine operator","Builders Square"
13734,female,Hispanic,Mrs.,Hayde,A,Quesada,US,"United States","599 Rockwell Lane","Rocky Mount",NC,"North Carolina",27801,HaydeQuesadaNieves@teleworm.us,Fouty1950,252-558-5497,1,3/26/1950,69,Aries,687-05-5088,"Radiation therapist","Rossi Auto Parts"
13735,female,Hispanic,Mrs.,Popea,B,Armijo,US,"United States","704 Mount Olive Road",Atlanta,GA,Georgia,30303,PopeaArmijoTamayo@fleckens.hu,Prame1956,678-890-4688,1,11/14/1956,62,Scorpio,252-97-1659,"Blankbook binding worker","Laura Ashley"
13736,female,Hispanic,Mrs.,Daisy,R,Urena,US,"United States","3099 Elmwood Avenue",Philadelphia,PA,Pennsylvania,19108,DaisyUrenaOsorio@cuvox.de,Shered,484-201-0083,1,4/26/1949,70,Taurus,170-10-1357,"Instructional designer","The Jolly Farmer"
13737,male,Hispanic,Mr.,Ernie,K,Ulloa,GB,"United Kingdom","25 Fulford Road",PENRHERBER,,,"SA38 2NJ",ErnieUlloaSauceda@rhyta.com,Warch1943,"070 6688 7800",44,7/19/1943,75,Cancer,"KM 26 41 39 C","Administrative worker supervisor",JumboSports
13738,male,Hispanic,Mr.,Domenec,K,Narváez,ES,Spain,"Crta. Cádiz-Málaga 14","les Coves de Vinromà",CS,Castellón,12185,DomenecNarvaezVega@cuvox.de,Lackou,"717 833 828",34,4/29/1967,52,Taurus,,"Machinery maintenance mechanic","Galaxy Man"
13739,female,Hispanic,Mrs.,Ivanna,G,Sauceda,ES,Spain,"Herrería 6",Güevéjar,GR,Granada,18197,IvannaSaucedaMarcos@armyspy.com,Susher54,"676 589 469",34,2/18/1954,65,Aquarius,,"Political scientist","On Cue"
13740,female,Hispanic,Mrs.,Auda,O,Samaniego,US,"United States","1967 Corbin Branch Road",Knoxville,TN,Tennessee,37909,AudaSamaniegoNava@fleckens.hu,Lorts1984,423-465-3778,1,6/5/1984,35,Gemini,414-55-7620,"Full-charge bookkeeper","Total Sources"
13741,female,Hispanic,Ms.,Lastenia,A,Flórez,UY,Uruguay,"Colonia Ofir 8960","San Javier",PA,Paysandú,65001,LasteniaFlorezRangel@cuvox.de,Saink1956,"9168 0047",598,1/9/1956,63,Capricorn,,Chef,"Star Bright Investment Group"
13742,female,Hispanic,Dr.,Elisabet,S,Lira,ES,Spain,"Rua da Rapina 65","Santa María de Sando",SA,Salamanca,37468,ElisabetLiraBarreto@cuvox.de,Shent1946,"637 939 915",34,8/2/1946,72,Leo,,"Control room trainee","The High Heelers"
13743,male,Hispanic,Mr.,Aniano,C,Agosto,GB,"United Kingdom","15 Whatlington Road",COVESEA,,,"IV30 6EW",AnianoAgostoAviles@jourrapide.com,Hamened95,"078 6547 1299",44,9/15/1995,23,Virgo,"KW 85 61 64 A","Immunohematology technologist","Lionel Kiddie City"
13744,female,Hispanic,Ms.,Ifigenia,L,Galvez,ES,Spain,"Rúa de San Pedro 31","Pedrosillo de Alba",SA,Salamanca,37871,IfigeniaGalvezAltamirano@armyspy.com,Becouly,"608 011 675",34,5/2/1985,34,Taurus,,"Chief executive","Two Pesos"
13745,male,Hispanic,Mr.,Vulcano,M,Castillo,ES,Spain,"Castelao 16","Camarzana de Tera",ZA,Zamora,49332,VulcanoCastilloCantu@teleworm.us,Houblive1944,"770 520 245",34,5/24/1944,75,Gemini,,Exterminator,"The Pink Pig Tavern"
13746,female,Hispanic,Ms.,Nasya,Y,Baca,GB,"United Kingdom","42 Fosse Way",ARDOCHU,,,"IV28 5EZ",NasyaBacaMayonga@fleckens.hu,Thansets,"077 1103 4372",44,10/8/1950,68,Libra,"EJ 99 13 05 C",Adjudicator,"Security Sporting Goods"
13747,male,Hispanic,Mr.,Jehiel,E,Veliz,UY,Uruguay,"Molle 4879",Eucaliptus,PA,Paysandú,60017,JehielVelizBarraza@fleckens.hu,Likence,"9892 9956",598,2/1/1958,61,Aquarius,,"Industrial production manager",StopGrey
13748,female,Hispanic,Ms.,Agustina,D,Godínez,GB,"United Kingdom","17 Kendell Street",SHEERNESS,,,"ME12 9SJ",AgustinaGodinezGaray@cuvox.de,Betteramer,"070 3203 9172",44,7/9/1945,73,Cancer,"AH 68 93 57 D","General office clerk","Gino's Hamburgers"
13749,male,Hispanic,Mr.,Teófano,M,Garica,US,"United States","1750 Brannon Avenue",Jacksonville,FL,Florida,32217,TeofanoGaricaPalomo@einrot.com,Momparbeft,904-733-8375,1,8/11/1959,59,Leo,263-93-5252,Messenger,"KG Menswear"
13750,male,Hispanic,Mr.,Plotino,R,Reynoso,US,"United States","1728 Langtown Road",Muscatine,IA,Iowa,52761,PlotinoReynosoLucio@rhyta.com,Houncest,563-999-9648,1,7/31/1987,31,Leo,480-74-8942,"Vascular sonographer","Weenie Beenie"
13751,female,Hispanic,Ms.,Samanta,S,Quintanilla,US,"United States","1903 Duke Lane",Freehold,NJ,"New Jersey",07728,SamantaQuintanillaSantana@fleckens.hu,Dequed,732-683-0627,1,3/11/1985,34,Pisces,156-02-8073,"Clinical laboratory scientist",MegaSolutions
13752,male,Hispanic,Mr.,Ahmed,B,Castro,GB,"United Kingdom","29 Annfield Rd",BAYLHAM,,,"IP6 3ZU",AhmedCastroMatias@dayrep.com,Pomity1968,"070 2590 0866",44,7/31/1968,50,Leo,"WY 27 17 95","Personnel training officer",JasmineSola
13753,female,Hispanic,Ms.,Lila,H,Berrios,ES,Spain,"C/ Cuevas de Ambrosio 70","Higuera de Calatrava",J,Jaén,23611,LilaBerriosVera@superrito.com,Yousiolind,"619 561 856",34,8/15/1958,60,Leo,,"Human resources administrative assistant","Zany Brainy"
13754,female,Hispanic,Mrs.,Cynthia,N,Naranjo,GB,"United Kingdom","14 Front Street",LAGG,,,"PA60 8NP",CynthiaNaranjoColon@rhyta.com,Extedir,"077 6825 8043",44,10/26/1952,66,Scorpio,"XN 61 49 07 B","Budget analyst",VitaGrey
13755,female,Hispanic,Ms.,Adoración,P,Guardado,ES,Spain,"Plaza Colón 27","Torrecilla en Cameros",LO,"La Rioja",26100,AdoracionGuardadoPrieto@superrito.com,Wined1955,"636 560 542",34,7/21/1955,63,Cancer,,"Home appliance service technician",CompuAdd
13756,female,Hispanic,Ms.,Herundina,G,Aguilera,GB,"United Kingdom","54 Kingsway North",HOLT,,,"BA14 1EW",HerundinaAguileraRendon@armyspy.com,Harbeadven1972,"077 7028 3736",44,4/16/1972,47,Aries,"BT 32 45 63 C","Furnace, kiln, oven, drier, and kettle operator","Crafts & More"
13757,male,Hispanic,Mr.,Barlaan,L,Pedraza,US,"United States","823 Pooz Street",Lexington,TN,Tennessee,38351,BarlaanPedrazaSalas@gustr.com,Hosseed,731-967-6272,1,6/26/1994,25,Cancer,760-01-9610,Chauffeur,"Ruehl No. 925"
13758,female,Hispanic,Mrs.,Elda,R,Roldán,UY,Uruguay,"Isidoro Noblia 7410",Aceguá,CL,"Cerro Largo",37001,EldaRoldanAlfaro@teleworm.us,Usat1947,"9319 8349",598,1/1/1947,72,Capricorn,,Painter,Furrow's
13759,male,Hispanic,Mr.,Celestino,H,Rocha,UY,Uruguay,"Ibirapita 7710",Montevideo,MO,Montevideo,11600,CelestinoRochaVergara@armyspy.com,Likence,"9467 1270",598,8/14/1991,27,Leo,,Sprinklerfitter,"Whitlocks Auto Supply"
13760,female,Hispanic,Ms.,Cesare,L,Urbina,ES,Spain,"Extramuros 30","Arganda del Rey",M,Madrid,28500,CesareUrbinaRojas@superrito.com,Marreird,"645 637 756",34,7/16/1959,59,Cancer,,"Ophthalmic laboratory technician","Lindsley's Lumber"
13761,female,Hispanic,Ms.,Rosalía,A,Collazo,GB,"United Kingdom","51 Prestwick Road",INTAKE,,,"S12 1XT",RosaliaCollazoAbreu@dayrep.com,Hersten,"070 3225 7209",44,11/27/1956,62,Sagittarius,"XW 79 69 11 B","Sports official","A.J. August Fashion Wear"
13762,female,Hispanic,Ms.,Selva,L,Galindo,UY,Uruguay,"Tacuarembo 6634",Algorta,PA,Paysandú,60002,SelvaGalindoCedillo@fleckens.hu,Woongests,"9898 7596",598,3/18/1974,45,Pisces,,"Cleaning, washing, and metal pickling equipment operator",Sandy's
13763,male,Hispanic,Mr.,Diderot,H,Camacho,GB,"United Kingdom","65 Northgate Street",BICESTER,,,"OX6 6TR",DiderotCamachoVenegas@jourrapide.com,Twoultaidne,"077 2270 0314",44,8/3/1955,63,Leo,"HM 28 17 94 B","Drug Enforcement Administration (DEA) agent","Pay'N Takeit"
13764,female,Hispanic,Ms.,Shakira,B,Guajardo,ES,Spain,"Padre Caro 78","Alcázar de San Juan",CR,"Ciudad Real",13600,ShakiraGuajardoMarroquin@einrot.com,Prouthe,"601 591 054",34,11/20/1983,35,Scorpio,,Machinist,Lazysize
13765,male,Hispanic,Mr.,Cesarión,A,Saavedra,UY,Uruguay,"Baltasar Brum 4980","La Estanzuela",CA,Canelones,70006,CesarionSaavedraAranda@dayrep.com,Therander,"9450 2157",598,11/7/1960,58,Scorpio,,"Rooms manager",Loblaws
13766,male,Hispanic,Mr.,Ade,I,Valencia,US,"United States","1192 Woodbridge Lane",Southfield,MI,Michigan,48075,AdeValenciaLongoria@rhyta.com,Saild1939,313-512-5081,1,7/6/1939,79,Cancer,370-11-3076,Sampler,"De Pinna"
13767,male,Hispanic,Dr.,Ronald,A,Bueno,UY,Uruguay,"Ombù 8867",Colonia,CO,Colonia,70000,RonaldBuenoOrtiz@armyspy.com,Onot1956,"9146 2254",598,2/28/1956,63,Pisces,,Sprinklerfitter,"Freedom Map"
13768,female,Hispanic,Ms.,Judith,B,Botello,UY,Uruguay,"Hugo Reta 1837","Villa María",SJ,"San José",80005,JudithBotelloBlanco@superrito.com,Prions,"9774 7714",598,11/21/1976,42,Scorpio,,Archaeologist,"Avant Garde Interior Designs"
13769,female,Hispanic,Ms.,Anastasie,S,Farías,GB,"United Kingdom","74 Stroude Road",SISTON,,,"BS37 9SS",AnastasieFariasBriseno@jourrapide.com,Jewent,"070 7222 1210",44,2/18/2000,19,Aquarius,"WT 15 49 29 C","U.S. deputy marshal","Standard Brands Paint Company"
13770,male,Hispanic,Mr.,Grau,V,Gamboa,US,"United States","4563 Old House Drive",Waverly,OH,Ohio,45690,GrauGamboaOlivo@fleckens.hu,Sellonbeebot,740-947-3476,1,9/27/1961,57,Libra,291-66-0712,"Labor economist",Opti-Tek
13771,male,Hispanic,Mr.,Salvatore,A,Núñez,ES,Spain,"Bellavista 44",Ariza,Z,Zaragoza,50220,SalvatoreNunezZuniga@superrito.com,Whowen,"755 084 604",34,8/7/1994,24,Leo,,"Front-end mechanic","Starship Tapes & Records"
13772,female,Hispanic,Ms.,Tara,C,Gurule,GB,"United Kingdom","43 Boar Lane",SHANDON,,,"G84 5TP",TaraGuruleEstevez@superrito.com,Railiciere,"079 8288 4701",44,3/21/1971,48,Aries,"LR 49 34 13 D","Computer systems analyst","Farrell's Ice Cream Parlour"
13773,female,Hispanic,Mrs.,Betsy,R,Mireles,ES,Spain,"Padre Caro 58","Villamayor de Calatrava",CR,"Ciudad Real",13595,BetsyMirelesNegrete@gustr.com,Pottirldind,"633 859 662",34,10/28/1939,79,Scorpio,,"Drywall installer","Best Products"
13774,male,Hispanic,Mr.,Cannan,A,Burgos,ES,Spain,"C/ Domingo Beltrán 74",Jorquera,AB,Albacete,02248,CannanBurgosBarragan@cuvox.de,Knougguent,"664 120 605",34,9/25/1952,66,Libra,,"Tax examiner","Northern Star"
13775,male,Hispanic,Mr.,Tirso,A,Rentería,ES,Spain,"Alvaro Cunqueiro 77",Gelves,SE,Seville,41120,TirsoRenteriaRuelas@cuvox.de,Sayes1965,"655 724 545",34,9/15/1965,53,Virgo,,"Passenger service agent","Alpha Beta"
13776,male,Hispanic,Mr.,Niceas,A,Cadena,UY,Uruguay,"Guayabos 2746",Cardal,FD,Florida,94007,NiceasCadenaVigil@einrot.com,Youlas,"9857 3399",598,11/14/1992,26,Scorpio,,"Process pipeline drafter","Courtesy Hardware Store"
13777,female,Hispanic,Mrs.,Janet,G,Marroquín,US,"United States","3605 Sycamore Road",Eugene,OR,Oregon,97401,JanetMarroquinJiminez@cuvox.de,Faten1972,541-409-2466,1,1/13/1972,47,Capricorn,541-16-7346,"Critical care nurse","Kiddie City"
13778,male,Hispanic,Mr.,Romildo,B,Vanegas,ES,Spain,"Cañadilla 95",Chucena,H,Huelva,21891,RomildoVanegasLeiva@fleckens.hu,Grat1985,"689 148 436",34,10/9/1985,33,Libra,,"Brace maker",Quickbiz
13779,male,Hispanic,Mr.,Renau,N,Pelayo,US,"United States","4794 Ella Street","San Mateo",CA,California,94403,RenauPelayoEstrada@einrot.com,Flin1994,650-286-1083,1,10/13/1994,24,Libra,614-37-2746,"Nursery and greenhouse manager","Albers Super Markets"
13780,male,Hispanic,Mr.,Antonino,E,Ochoa,UY,Uruguay,"Del Monte 6530","Los Titanes",CA,Canelones,16303,AntoninoOchoaAviles@gustr.com,Ousballeave,"9340 1768",598,1/8/1951,68,Capricorn,,"Traffic clerk",Erlebacher's
13781,female,Hispanic,Ms.,Bruna,A,Najera,US,"United States","3903 Owen Lane","Fort Myers",FL,Florida,33901,BrunaNajeraBarela@teleworm.us,Showelve,239-229-6040,1,5/10/1980,39,Taurus,771-48-5104,"News photographer","Kash n' Karry"
13782,female,Hispanic,Ms.,Leanna,N,Leyva,US,"United States","3358 Godfrey Road","New York",NY,"New York",10007,LeannaLeyvaPuga@teleworm.us,Crions,212-553-2220,1,2/1/1971,48,Aquarius,084-28-6140,"Enlisted personnel","Mission You"
13783,female,Hispanic,Mrs.,Primitiva,M,Armendáriz,GB,"United Kingdom","74 Fosse Way",ARDVEICH,,,"FK19 0ED",PrimitivaArmendarizSantiago@rhyta.com,Joically,"070 6345 1008",44,9/22/1999,19,Virgo,"AM 12 58 70 B","Termite control technician","Omni Architectural Designs"
13784,female,Hispanic,Mrs.,Benedicta,T,Sanabria,UY,Uruguay,"Mirasoles 2320",Montes,CA,Canelones,91003,BenedictaSanabriaTamez@armyspy.com,Quandell,"9744 3719",598,9/16/1988,30,Virgo,,"Human resources associate",Naugles
13785,male,Hispanic,Mr.,Zahir,A,Candelaria,GB,"United Kingdom","56 Freezeland Lane",CRAIBSTONE,,,"AB56 7GL",ZahirCandelariaRivas@armyspy.com,Lovrearan,"070 1651 3965",44,10/17/1971,47,Libra,"JJ 61 71 67 B","Financial aid director","Bonanza Produce Stores"
13786,female,Hispanic,Mrs.,Esmirna,R,Briones,US,"United States","89 Franklee Lane",Allentown,PA,Pennsylvania,18101,EsmirnaBrionesDuran@jourrapide.com,Witheir,484-505-7398,1,9/18/1975,43,Virgo,181-10-6880,"Baggage porter","Circuit Design"
13787,female,Hispanic,Ms.,Juventina,R,Valverde,UY,Uruguay,"Molle 4453","Estación Tapia",CA,Canelones,91008,JuventinaValverdeAlvarado@fleckens.hu,Peepothent,"9525 8587",598,11/19/1979,39,Scorpio,,"Fry cook","Olson's Market"
13788,female,Hispanic,Mrs.,Barbie,E,Laureano,GB,"United Kingdom","47 Exning Road",HAREHILLS,,,"LS9 1PP",BarbieLaureanoSedillo@einrot.com,Loold1965,"070 5340 6332",44,9/6/1965,53,Virgo,"YL 66 96 43 B",Roustabout,"Frank and Seder"
13789,female,Hispanic,Ms.,Piedad,B,Mesa,US,"United States","1672 Delaware Avenue","Redwood City",CA,California,94063,PiedadMesaAlonzo@rhyta.com,Apocumpeat,415-343-0052,1,7/21/1959,59,Cancer,546-85-1691,"Reservation agent",Pointers
13790,female,Hispanic,Mrs.,Barbara,M,Espinoza,ES,Spain,"Boriñaur enparantza 68",Petra,PM,"Balearic Islands",07520,BarbaraEspinozaUrrutia@gustr.com,Sthe1993,"726 811 239",34,5/13/1993,26,Taurus,,"Computer training specialist","Destiny Planners"
13791,male,Hispanic,Mr.,Hullen,U,Ybarra,UY,Uruguay,"Tala 3389",Gallinal,PA,Paysandú,60001,HullenYbarraPerales@jourrapide.com,Liaboarpood,"9491 3360",598,6/22/1963,56,Cancer,,"Student affairs administrator","EXPO Design Center"
13792,female,Hispanic,Mrs.,Janice,A,Sánchez,US,"United States","3728 Marigold Lane","Ft Lauderdale",FL,Florida,33311,JaniceSanchezMunguia@fleckens.hu,Cied1941,305-409-3237,1,7/13/1941,77,Cancer,263-72-0951,"Carpet, floor, and tile finisher","Modern Realty"
13793,female,Hispanic,Ms.,Florence,N,Jimínez,UY,Uruguay,"Florianapolis 4622",Nicolich,CA,Canelones,14000,FlorenceJiminezPelayo@armyspy.com,Makeles,"9684 0631",598,11/6/1956,62,Scorpio,,"Conservation technician","Friendly Advice"
13794,female,Hispanic,Mrs.,Emerita,G,Valentín,UY,Uruguay,"Ombù 2625",Cuaró,AR,Artigas,55003,EmeritaValentinSoria@dayrep.com,Smor1981,"9484 2914",598,2/5/1981,38,Aquarius,,"Licensed clinical social worker",Chi-Chi's
13795,female,Hispanic,Ms.,Nayme,M,Padilla,UY,Uruguay,"Copacabana 9990",Montevideo,MO,Montevideo,12800,NaymePadillaMaya@einrot.com,Succurs,"9471 8006",598,12/17/1994,24,Sagittarius,,"Surfacing equipment operator",Cavages
13796,female,Hispanic,Mrs.,Encarnación,L,Mejía,UY,Uruguay,"Arenales 8535",Montevideo,MO,Montevideo,12300,EncarnacionMejiaZamora@jourrapide.com,Brequir,"9444 5931",598,8/3/1957,61,Leo,,Translator,"Pleasures and Pasttimes"
13797,female,Hispanic,Ms.,Tara,A,Valencia,GB,"United Kingdom","86 Eastbourne Rd","COILLE MHORGIL",,,"PH35 6TR",TaraValenciaNieves@rhyta.com,Comak1989,"078 3282 1697",44,7/22/1989,29,Cancer,"ZS 60 16 89 D",Timekeeper,"Peter Reeves"
13798,male,Hispanic,Mr.,Nera,B,Duarte,US,"United States","1771 Reeves Street",Plymouth,WI,Wisconsin,53073,NeraDuarteFlores@armyspy.com,Sawrier,920-781-4700,1,10/6/1949,69,Libra,398-02-4328,"CNC operator","Young @ Heart"
13799,female,Hispanic,Ms.,Edelma,O,Ulloa,US,"United States","3848 Stout Street",York,PA,Pennsylvania,17401,EdelmaUlloaPelayo@gustr.com,Woudger,717-381-8557,1,11/24/1975,43,Sagittarius,164-82-0234,"Aircraft and avionics equipment mechanic","Pace Membership Warehouse"
13800,female,Hispanic,Mrs.,Karumanta,O,Esquivel,ES,Spain,"Camiño Real 55",Bermeo,BB,Biscay,48370,KarumantaEsquivelVillareal@einrot.com,Arefirle,"622 959 768",34,9/10/1980,38,Virgo,,"Labor trainer","Northern Star"
13801,female,Hispanic,Mrs.,Marine,C,Zúñiga,ES,Spain,"Pl. Virgen Blanca 47",Gironella,B,Barcelona,08680,MarineZunigaAlaniz@einrot.com,Amoing,"766 987 039",34,5/23/1977,42,Gemini,,"Industrial accountant","Piece Goods Fabric"
13802,female,Hispanic,Dr.,Bonifacia,A,Tello,ES,Spain,"Calle Carril de la Fuente 1","Arroba de los Montes",CR,"Ciudad Real",13193,BonifaciaTelloPedroza@dayrep.com,Liplet,"693 374 672",34,2/16/1965,54,Aquarius,,"Public health social worker","MVP Sports"
13803,female,Hispanic,Mrs.,Matilde,M,Ávila,ES,Spain,"Rua da Rapina 41","Villar de Ciervo",SA,Salamanca,37486,MatildeAvilaVergara@fleckens.hu,Coustopeceir,"772 023 580",34,8/6/1941,77,Leo,,"International economist","Independent Investors"
13804,female,Hispanic,Mrs.,Ivanna,M,Abreu,GB,"United Kingdom","15 Town Lane","SOUTH HOURAT",,,"KA24 3YU",IvannaAbreuTello@dayrep.com,Ficul1944,"079 0853 7757",44,6/7/1944,75,Gemini,"XS 23 15 92 B","Cardiology technologist","Formula Gray"
13805,female,Hispanic,Ms.,Inda,L,Domínguez,ES,Spain,"Canónigo Valiño 36",Alzira,V,Valencia,46600,IndaDominguezSerrato@cuvox.de,Mosedeted,"672 735 975",34,8/8/1974,44,Leo,,Silversmith,Monsource
13806,female,Hispanic,Ms.,Febe,C,Gaytan,ES,Spain,"Bellavista 90",Bujaraloz,Z,Zaragoza,50177,FebeGaytanRobles@teleworm.us,Bregat,"613 981 380",34,3/21/1989,30,Aries,,"Grill cook","Club Wholesale"
13807,female,Hispanic,Ms.,Aline,A,Carrasco,UY,Uruguay,"Ibirapita 7267",Montevideo,MO,Montevideo,11700,AlineCarrascoRodriguez@cuvox.de,Bethis,"9619 8446",598,3/11/1979,40,Pisces,,"Medical laboratory technologist","Harold Powell"
13808,male,Hispanic,Mr.,Millan,L,Valencia,ES,Spain,"C/ Cañada del Rosal 22","El Granado",H,Huelva,21594,MillanValenciaGalarza@fleckens.hu,Cusufattion,"723 819 850",34,3/2/1969,50,Pisces,,"Social and human service assistant","Pender's Food Stores"
13809,male,Hispanic,Mr.,Publio,C,Alanis,GB,"United Kingdom","3 Roker Terrace",LANGTHORNE,,,"DL8 8YE",PublioAlanisCintron@teleworm.us,Shavithe1944,"079 7966 0823",44,5/1/1944,75,Taurus,"NS 51 00 30 B","Elevator installer",Finast
13810,male,Hispanic,Mr.,Juvenal,A,Matías,GB,"United Kingdom","19 Kendell Street",SHAW,,,"SN5 2EA",JuvenalMatiasNavarrete@teleworm.us,Imemaycer,"079 3345 8237",44,8/3/1983,35,Leo,"JZ 85 04 99 C","Consultant dietitian",Purity
13811,male,Hispanic,Mr.,Selesio,L,Domínguez,US,"United States","4584 Hayhurst Lane",Southfield,MI,Michigan,48075,SelesioDominguezRodriguez@teleworm.us,Amehionark,248-750-8266,1,9/16/1971,47,Virgo,366-08-1942,"Brattice builder",Ulbrich's
13812,female,Hispanic,Mrs.,Amaranta,D,Serna,UY,Uruguay,"Joaquin Suarez 2358","Santa Catalina",SO,Soriano,75201,AmarantaSernaCisneros@dayrep.com,Farn1948,"9493 7055",598,3/16/1948,71,Pisces,,Interpreter,"Olson Electronics"
13813,female,Hispanic,Ms.,Clemencia,S,Viera,ES,Spain,"Ctra. de la Puerta 69",Guntín,LU,Lugo,27211,ClemenciaVieraOsorio@armyspy.com,Achisfain,"766 366 730",34,10/24/1967,51,Scorpio,,"Paper goods operator","Fresh Start"
13814,male,Hispanic,Mr.,Day,E,Castro,GB,"United Kingdom","4 George Street","BROUGHTON IN FURNESS",,,"LA20 3ZS",DayCastroAlonso@rhyta.com,Docculd,"077 2589 6827",44,11/30/1984,34,Sagittarius,"PA 22 44 82 B","Medical coder",Alexander's
13815,female,Hispanic,Mrs.,Margaret,C,Mojica,UY,Uruguay,"Ibirapita 6999",Montevideo,MO,Montevideo,11700,MargaretMojicaAcevedo@teleworm.us,Prisfirel,"9916 0115",598,1/10/1965,54,Capricorn,,"Operations research analyst","Better Business Ideas and Services"
13816,male,Hispanic,Mr.,Alfred,E,Maldonado,ES,Spain,"Zumalakarregi etorbidea 13",Esporles,PM,"Balearic Islands",07190,AlfredMaldonadoCervantes@superrito.com,Turce1966,"739 918 905",34,2/23/1966,53,Pisces,,"Broadcast and sound engineering technician","Modern Architecture Design"
13817,male,Hispanic,Mr.,Olimpo,H,Arredondo,UY,Uruguay,"Guipúzcoa 2619",Salinas,CA,Canelones,15100,OlimpoArredondoSauceda@fleckens.hu,Palwas86,"9664 7875",598,12/31/1986,32,Capricorn,,"Tool filer","Rite Solution"
